,student_id,school_id,composite_level,composite_score,district_id_y,ethnicity,eco,el,spec_ed
0,8878547139,806405802,At Benchmark,306,806405,White,NO,NO,NO
1,8878132753,818408807,Below Benchmark,291,818408,White,YES,NO,NO
2,8877357966,,At Benchmark,314,95408,White,NO,NO,NO
3,8877359986,820405805,At Benchmark,326,820405,White,NO,NO,NO
4,8877961413,820407871,At Benchmark,308,820407,White,YES,NO,NO
5,8877523271,818402807,Below Benchmark,281,818402,White,NO,NO,NO
6,8873874912,93408805,At Benchmark,326,93408,White,YES,NO,YES
7,8873764779,820407807,Below Benchmark,284,820407,White,YES,NO,NO
8,8873321625,870407808,Above Benchmark,346,870407,White,NO,NO,NO
9,8873233178,844408801,Well Below Benchmark,257,844408,White,NO,NO,NO
10,8879131159,818402807,At Benchmark,319,818402,White,YES,NO,NO
11,8879471352,801102801,Well Below Benchmark,252,801102,White,YES,YES,NO
12,8876832755,739405808,Well Below Benchmark,252,739405,White,NO,NO,NO
13,8876954355,760405808,Well Below Benchmark,243,760405,White,YES,NO,YES
14,8876548324,93408881,Above Benchmark,375,93408,White,NO,NO,NO
15,8876493926,,Below Benchmark,286,95408,White,NO,NO,NO
16,8876461543,58106008,Below Benchmark,299,58106,White,NO,NO,NO
17,8876423941,86172007,Above Benchmark,439,86172,White,YES,NO,NO
18,8875694594,844408889,Above Benchmark,397,844408,White,NO,NO,NO
19,8872651954,874409808,Below Benchmark,296,874409,White,NO,NO,NO
20,8872521332,86136004,Above Benchmark,352,86136,White,NO,NO,NO
21,8872489255,874480808,Above Benchmark,359,874480,White,YES,NO,NO
22,8871558454,20401805,Above Benchmark,388,20401,White,NO,NO,NO
23,8871281539,,At Benchmark,313,76407,White,NO,NO,NO
24,8871497821,15408807,Well Below Benchmark,256,15408,White,YES,NO,NO
25,8874841575,83403808,Below Benchmark,303,83403,White,NO,NO,NO
26,8874684631,800402807,Well Below Benchmark,247,800402,White,YES,NO,NO
27,8874274197,818402807,Well Below Benchmark,252,818402,White,YES,NO,YES
28,8874299592,820407801,Well Below Benchmark,247,820407,White,NO,NO,NO
29,8874135172,820407809,Below Benchmark,289,820407,White,YES,NO,NO
30,8838867324,51107008,At Benchmark,328,51107,White,NO,NO,NO
31,8838944236,80407808,Well Below Benchmark,247,80407,White,NO,NO,NO
32,8838277943,770486806,Well Below Benchmark,249,770486,White,YES,NO,YES
33,8838158147,820407807,Below Benchmark,298,820407,White,NO,NO,NO
34,8837966965,,Above Benchmark,473,95408,White,NO,NO,NO
35,8837227915,86488888,At Benchmark,307,86488,White,YES,NO,YES
36,8837195667,806405883,Above Benchmark,368,806405,White,NO,NO,NO
37,8837164829,48483808,Above Benchmark,360,48483,White,NO,NO,NO
38,8833781961,48405806,Well Below Benchmark,247,48405,White,YES,NO,NO
39,8833136237,35407307,Above Benchmark,378,35407,White,NO,NO,NO
40,8839875656,,Well Below Benchmark,270,71407,White,YES,NO,YES
41,8839871698,,Well Below Benchmark,247,792408,White,NO,NO,NO
42,8839968488,819402808,Above Benchmark,411,819402,White,NO,NO,NO
43,8836962312,,At Benchmark,328,853403,White,YES,NO,NO
44,8836469234,891407008,Above Benchmark,359,891407,White,NO,NO,NO
45,8835816482,834488808,Well Below Benchmark,270,834488,White,YES,NO,NO
46,8835738775,708480809,Well Below Benchmark,243,708480,White,YES,NO,NO
47,8835794154,35407307,Above Benchmark,350,35407,White,NO,NO,NO
48,8835276961,,Well Below Benchmark,263,866408,White,YES,NO,NO
49,8835221265,20401804,Above Benchmark,355,20401,White,NO,NO,NO
50,8832189672,820407888,Well Below Benchmark,270,820407,White,YES,NO,NO
51,8832181677,15408807,Above Benchmark,376,15408,White,NO,NO,NO
52,8832113959,51107008,At Benchmark,331,51107,White,NO,NO,NO
53,8831122766,820407838,At Benchmark,318,820407,White,NO,NO,YES
54,8834865871,873401806,Below Benchmark,301,873401,White,YES,NO,NO
55,8834824291,20401805,Above Benchmark,393,20401,White,NO,NO,NO
56,8834784575,803407008,Well Below Benchmark,270,803407,White,NO,NO,YES
57,8834973651,,Well Below Benchmark,277,95408,White,YES,NO,NO
58,8834953481,86138007,Well Below Benchmark,273,86138,White,YES,NO,NO
59,8834697578,820407808,Below Benchmark,281,820407,White,NO,NO,NO
60,8898692279,739402808,Above Benchmark,338,739407,White,NO,NO,NO
61,8898226152,93408884,Below Benchmark,305,93408,White,YES,NO,NO
62,8898497476,20401806,Above Benchmark,332,20401,White,NO,NO,NO
63,8897857473,19107008,Well Below Benchmark,243,19107,White,YES,NO,NO
64,8897361199,820407884,At Benchmark,325,820407,White,YES,NO,NO
65,8897931994,815407809,Well Below Benchmark,269,815407,White,NO,NO,NO
66,8897691688,80407808,Above Benchmark,333,80407,White,YES,NO,NO
67,8897148911,820407804,Above Benchmark,368,820407,White,YES,NO,NO
68,8893811899,826480808,Below Benchmark,290,826480,White,NO,NO,NO
69,8893681227,48405888,Well Below Benchmark,245,48405,White,NO,NO,NO
70,8893225622,48405880,Well Below Benchmark,274,48405,White,YES,NO,NO
71,8895345178,874406809,Below Benchmark,286,874406,White,YES,NO,NO
72,8895979541,844407809,Above Benchmark,363,844407,White,YES,NO,NO
73,8895521426,799403806,Well Below Benchmark,273,799403,White,YES,NO,NO
74,8895474468,820407870,Above Benchmark,342,820407,White,NO,NO,NO
75,8892984332,820403802,Above Benchmark,354,820403,White,NO,NO,NO
76,8892621369,771408807,Well Below Benchmark,245,771408,White,NO,NO,NO
77,8892239234,820403805,At Benchmark,319,820403,White,NO,NO,NO
78,8892485957,47405807,At Benchmark,322,47405,White,NO,NO,NO
79,8891557814,23409808,Above Benchmark,335,23409,White,NO,NO,NO
80,8891294356,32402803,Well Below Benchmark,245,32402,White,YES,NO,NO
81,8891161641,844408880,Above Benchmark,394,844408,White,NO,NO,NO
82,8891497948,,Above Benchmark,363,71407,White,YES,NO,NO
83,8894793536,20401804,Above Benchmark,370,20401,White,NO,NO,NO
84,8894511321,848408883,At Benchmark,328,848408,White,NO,NO,NO
85,8894285184,93408805,Well Below Benchmark,247,93408,White,NO,NO,NO
86,8894482878,818406807,At Benchmark,308,818406,White,NO,NO,NO
87,8868869883,93408882,Above Benchmark,393,93408,White,NO,NO,NO
88,8867391528,820407884,At Benchmark,307,820407,White,NO,NO,NO
89,8867993529,821409882,Well Below Benchmark,254,821409,White,YES,NO,NO
90,8867969797,820407881,Below Benchmark,300,820407,White,NO,NO,NO
91,8863754657,30408808,Well Below Benchmark,267,30408,White,YES,NO,YES
92,8863349166,818402807,Below Benchmark,301,818402,White,YES,NO,NO
93,8863632565,820403809,Above Benchmark,343,820403,White,NO,NO,NO
94,8863553962,821409894,Below Benchmark,301,821409,White,NO,NO,NO
95,8869736532,778108055,Below Benchmark,291,778108,White,YES,NO,NO
96,8869398616,820403805,Below Benchmark,303,820403,White,NO,NO,NO
97,8869946553,820403806,Well Below Benchmark,243,820403,White,NO,NO,NO
98,8869171324,93408880,At Benchmark,325,93408,White,YES,NO,NO
99,8865829977,86172007,Above Benchmark,370,86172,White,NO,YES,NO
100,8865843473,82040580,Above Benchmark,591,820405,White,NO,NO,NO
101,8865759575,874406809,Above Benchmark,387,874406,White,YES,NO,NO
102,8865668547,93408881,At Benchmark,308,93408,White,YES,NO,NO
103,8865281411,778108006,Above Benchmark,337,778108,White,YES,NO,NO
104,8862374636,818402803,Well Below Benchmark,263,818402,White,NO,NO,NO
105,8862499638,820407879,Well Below Benchmark,274,820407,White,NO,NO,NO
106,8862458437,819402809,Well Below Benchmark,275,819402,White,NO,NO,NO
107,8861928644,35407307,Below Benchmark,283,35407,White,NO,NO,NO
108,8861589318,78407801,Well Below Benchmark,270,78407,White,YES,NO,NO
109,8861581662,834488807,Below Benchmark,291,834488,White,YES,NO,NO
110,8864371928,86488801,Above Benchmark,343,86488,White,YES,NO,NO
111,8864174798,833403804,Above Benchmark,363,833403,White,NO,NO,NO
112,8864414274,819407802,Well Below Benchmark,254,819407,White,YES,NO,NO
114,8858319166,64408803,Well Below Benchmark,258,64408,White,NO,NO,NO
115,8858113755,874406809,At Benchmark,328,874406,White,YES,NO,NO
116,8858114864,820405805,At Benchmark,318,820405,White,NO,NO,NO
117,8858437911,,Above Benchmark,392,95408,White,NO,NO,NO
118,8857952729,820407837,At Benchmark,306,820407,White,NO,NO,NO
119,8857613562,1407809,At Benchmark,325,1407,White,YES,NO,NO
120,8853761316,93408802,At Benchmark,319,93408,White,YES,NO,NO
121,8853377571,,Below Benchmark,281,57408,White,YES,NO,NO
122,8853497721,734403808,Above Benchmark,335,734403,White,NO,NO,NO
123,8853468582,93408808,Well Below Benchmark,256,93408,White,YES,NO,YES
124,8859389558,820403802,Above Benchmark,362,820403,White,NO,NO,NO
125,8859394213,778108006,Above Benchmark,424,778108,White,YES,NO,NO
126,8859658581,60480809,Well Below Benchmark,257,60480,White,YES,NO,NO
127,8859116337,62488805,Below Benchmark,303,62488,White,NO,NO,YES
128,8856839747,62488805,Above Benchmark,443,62488,White,NO,NO,NO
129,8856537454,,Well Below Benchmark,263,890406,White,YES,NO,NO
130,8856539841,90407008,At Benchmark,322,90407,White,NO,NO,NO
131,8855749256,772174008,Well Below Benchmark,272,772174,White,NO,NO,NO
132,8855448732,80407807,Well Below Benchmark,261,80407,White,YES,NO,NO
133,8855445689,770486801,Well Below Benchmark,278,770486,White,NO,NO,NO
134,8852641339,834404804,Below Benchmark,292,834404,White,NO,NO,NO
135,8852181177,815407809,Well Below Benchmark,270,815407,White,NO,NO,NO
136,8851382426,83406808,Well Below Benchmark,252,83406,White,NO,NO,NO
137,8851645138,801102845,Well Below Benchmark,243,801102,White,YES,NO,NO
138,8854837499,801102816,Well Below Benchmark,247,801102,White,YES,YES,NO
139,8854829826,,Below Benchmark,290,770485,White,NO,NO,NO
140,8854973462,802407808,Well Below Benchmark,267,802407,White,YES,NO,NO
141,8854694725,889408888,Well Below Benchmark,254,889408,White,YES,NO,NO
142,8854558742,86136003,Below Benchmark,294,86136,White,NO,NO,NO
143,8854194567,78407889,Below Benchmark,280,78407,White,NO,NO,NO
144,8828895374,86487801,Well Below Benchmark,252,86487,White,NO,NO,NO
145,8827828466,778108073,Below Benchmark,291,778108,White,NO,NO,NO
146,8827214437,873401806,Well Below Benchmark,252,873401,White,NO,NO,NO
147,8823398582,820407886,Well Below Benchmark,243,820407,White,YES,NO,YES
148,8823238973,778108028,Below Benchmark,295,778108,White,YES,NO,NO
149,8829233621,,Well Below Benchmark,279,770485,White,YES,YES,NO
150,8829494237,872409808,Well Below Benchmark,272,872409,White,NO,NO,NO
151,8826233233,734403808,Below Benchmark,289,734403,White,YES,NO,YES
152,8826415482,82040580,Well Below Benchmark,243,820405,White,NO,NO,NO
153,8825722632,801102835,Below Benchmark,289,801102,White,YES,YES,NO
154,8825951217,819409808,Above Benchmark,425,819409,White,NO,NO,NO
155,8825584513,844407809,At Benchmark,319,844407,White,NO,NO,NO
156,8825214771,872408808,Below Benchmark,290,872408,White,YES,NO,YES
157,8825133658,48401807,Well Below Benchmark,249,48401,White,YES,NO,NO
158,8825152488,820407806,Well Below Benchmark,261,820407,White,YES,NO,NO
159,8822877467,,Well Below Benchmark,256,83407,White,NO,NO,NO
160,8824811684,820407877,At Benchmark,308,820407,White,NO,NO,NO
161,8824769432,778487805,Well Below Benchmark,263,778487,White,NO,NO,NO
162,8824757367,806405885,Well Below Benchmark,256,806405,White,NO,NO,NO
163,8824548891,,Below Benchmark,299,58406,White,NO,NO,NO
164,8824413297,820403805,Above Benchmark,462,820403,White,NO,NO,NO
165,8818716517,778487801,Well Below Benchmark,265,778487,White,YES,NO,NO
166,8818231524,834488808,At Benchmark,306,834488,White,NO,NO,NO
167,8818484594,819407805,Well Below Benchmark,258,819407,White,YES,NO,NO
168,8817814567,43403808,Well Below Benchmark,252,43403,White,NO,NO,NO
169,8817515455,799403806,Well Below Benchmark,253,799403,White,NO,NO,NO
170,8813853288,739405808,Well Below Benchmark,265,739405,White,YES,NO,NO
171,8813738986,848408801,Well Below Benchmark,264,848408,White,NO,NO,NO
172,8819732873,783408808,At Benchmark,314,783408,White,NO,NO,NO
173,8819917835,819402806,Below Benchmark,285,819402,White,NO,NO,NO
174,8816695869,8407803,Below Benchmark,287,8407,White,YES,NO,NO
175,8816611727,734403808,Above Benchmark,353,734403,White,NO,NO,NO
176,8816593968,82040580,Below Benchmark,286,820405,White,NO,NO,NO
177,8816227927,801102847,Well Below Benchmark,243,801102,White,YES,NO,NO
178,8816168726,795402808,Above Benchmark,364,795402,White,NO,NO,NO
179,8815841342,62160009,At Benchmark,310,62160,White,NO,NO,NO
180,8815667185,795487808,Above Benchmark,341,795487,White,YES,NO,NO
181,8815585535,820403806,Below Benchmark,281,820403,White,NO,NO,NO
182,8815579224,62488807,Above Benchmark,352,62488,White,NO,NO,NO
183,8815566884,825408008,At Benchmark,318,825408,White,YES,NO,NO
184,8815529316,819408808,Well Below Benchmark,256,819408,White,YES,NO,NO
185,8812715591,,Well Below Benchmark,243,772178,White,NO,NO,NO
186,8812747851,875408807,Above Benchmark,351,875408,White,YES,NO,NO
187,8812615671,770486801,Well Below Benchmark,259,770486,White,NO,NO,NO
189,8812216225,,Well Below Benchmark,258,95408,White,NO,NO,NO
190,8814824322,855408809,Well Below Benchmark,247,855408,White,YES,NO,NO
191,8814327594,821101808,At Benchmark,323,821101,White,NO,NO,NO
192,8814187682,,Below Benchmark,305,3403,White,YES,NO,NO
193,8847818838,84406808,Well Below Benchmark,245,84406,White,NO,NO,NO
194,8847732576,,Below Benchmark,290,71407,White,NO,NO,YES
195,8847984869,802407808,Above Benchmark,380,802407,White,YES,NO,NO
196,8847429982,778487805,Well Below Benchmark,264,778487,White,NO,NO,NO
197,8843854622,820405805,Above Benchmark,399,820405,White,NO,NO,NO
198,8843925779,867480808,Well Below Benchmark,267,867480,White,NO,NO,NO
199,8843638846,801102300,Below Benchmark,291,801102,White,NO,NO,NO
200,8843192559,85408808,Well Below Benchmark,270,85408,White,NO,NO,NO
201,8849937741,787406876,Above Benchmark,362,787406,White,YES,NO,NO
202,8849538136,93484809,Above Benchmark,353,93484,White,NO,NO,NO
203,8849131238,834488808,Well Below Benchmark,265,834488,White,YES,NO,YES
204,8849152166,778487801,Above Benchmark,349,778487,White,NO,NO,NO
205,8846849576,873401806,Below Benchmark,282,873401,White,YES,NO,NO
206,8846673823,874406806,Below Benchmark,281,874406,White,YES,NO,NO
207,8846634729,873401806,At Benchmark,329,873401,White,YES,NO,NO
208,8846613455,820403807,At Benchmark,327,820403,White,NO,NO,NO
209,8846232563,801102816,Well Below Benchmark,278,801102,White,NO,NO,NO
210,8846116878,94405008,Below Benchmark,292,94405,White,NO,NO,NO
211,8846487671,800402807,Above Benchmark,332,800402,White,YES,NO,NO
212,8846495799,875488808,Above Benchmark,335,875488,White,NO,NO,NO
213,8845319912,60404008,Well Below Benchmark,263,60404,White,NO,NO,NO
214,8845543992,820403807,Well Below Benchmark,256,820403,White,YES,NO,NO
215,8842858962,873401806,Well Below Benchmark,252,873401,White,YES,NO,NO
216,8842772628,818402808,Well Below Benchmark,258,818402,White,NO,NO,NO
217,8842676937,848408883,Well Below Benchmark,274,848408,White,NO,NO,NO
218,8841818357,,At Benchmark,306,76407,White,NO,NO,YES
219,8841739276,48405809,Well Below Benchmark,243,48405,White,YES,NO,YES
220,8841931786,848408801,At Benchmark,326,848408,White,YES,NO,NO
221,8841616624,801102834,Below Benchmark,292,801102,White,NO,NO,NO
222,8844274374,35407307,Well Below Benchmark,249,35407,White,YES,NO,NO
223,8788935158,820407879,Well Below Benchmark,256,820407,White,YES,NO,YES
224,8788683574,700408808,At Benchmark,308,700408,White,YES,NO,NO
225,8787931916,47405807,Well Below Benchmark,278,47405,White,NO,NO,NO
226,8787964653,32402803,Well Below Benchmark,245,32402,White,YES,NO,YES
227,8787943882,848408887,Below Benchmark,294,848408,White,NO,NO,NO
228,8789328456,820405801,Above Benchmark,412,820405,White,NO,NO,NO
229,8789975951,899408808,Well Below Benchmark,277,899408,White,YES,NO,NO
230,8789617578,20401804,Above Benchmark,333,20401,White,NO,NO,NO
231,8789532396,93484807,Above Benchmark,352,93484,White,NO,NO,NO
232,8786876253,834487807,At Benchmark,328,834487,White,NO,NO,NO
233,8786424464,844408888,At Benchmark,311,844408,White,NO,NO,NO
234,8785372336,818402808,Well Below Benchmark,243,818402,White,YES,NO,NO
235,8785139194,844407805,Below Benchmark,281,844407,White,NO,NO,NO
236,8785159548,820407830,Above Benchmark,403,820407,White,NO,NO,NO
237,8785116175,816408808,Well Below Benchmark,243,816408,White,YES,NO,YES
238,8782811426,820407874,Below Benchmark,287,820407,White,NO,NO,NO
239,8782233235,78407883,Well Below Benchmark,263,78407,White,YES,NO,NO
240,8782113698,848408806,Well Below Benchmark,267,848408,White,YES,NO,NO
241,8781377475,19488808,Below Benchmark,302,19488,White,NO,NO,YES
242,8784841262,,Below Benchmark,281,95408,White,NO,NO,NO
243,8784945326,820403803,At Benchmark,311,820403,White,NO,NO,NO
244,8778835675,801102875,At Benchmark,308,801102,White,NO,NO,NO
245,8778574221,820407885,Above Benchmark,385,820407,White,NO,NO,NO
246,8778557688,787480808,Well Below Benchmark,247,787480,White,NO,NO,NO
247,8778277861,93403803,At Benchmark,308,93403,White,NO,NO,NO
248,8773429983,848408887,Above Benchmark,347,848408,White,NO,NO,NO
249,8779378869,92403008,Below Benchmark,281,92403,White,NO,NO,NO
250,8779975755,,At Benchmark,311,770485,White,NO,NO,NO
251,8779697242,820403807,Above Benchmark,368,820403,White,NO,NO,NO
252,8779169323,800402807,Well Below Benchmark,272,800402,White,NO,NO,NO
253,8776825838,844407809,At Benchmark,308,844407,White,NO,NO,YES
254,8776748996,1407809,Above Benchmark,337,1407,White,NO,NO,NO
255,8775571652,820405809,Below Benchmark,299,820405,White,NO,NO,NO
256,8775213695,821409862,Well Below Benchmark,251,821409,White,YES,NO,NO
257,8772943214,86136004,Well Below Benchmark,243,86136,White,NO,NO,YES
258,8772683713,795487808,At Benchmark,315,795487,White,YES,NO,NO
259,8772554996,86172007,Above Benchmark,339,86172,White,YES,NO,NO
260,8771373228,818406807,At Benchmark,314,818406,White,YES,NO,YES
261,8771986928,870408809,Above Benchmark,369,870408,White,NO,NO,NO
262,8771553691,,Below Benchmark,292,95408,White,YES,NO,NO
263,8774957165,820407883,At Benchmark,325,820407,White,NO,NO,NO
264,8774587466,76404807,Above Benchmark,348,76404,White,NO,NO,NO
265,8774599276,35407307,Above Benchmark,412,35407,White,NO,NO,NO
266,8774224176,32402803,Well Below Benchmark,271,32402,White,YES,NO,NO
267,8738826847,848408802,Above Benchmark,373,848408,White,NO,NO,NO
268,8738569828,78407889,Below Benchmark,291,78407,White,NO,NO,YES
269,8738487499,32402803,Well Below Benchmark,258,32402,White,YES,NO,NO
270,8737963845,770486806,Well Below Benchmark,253,770486,White,NO,NO,NO
271,8733745299,86136001,At Benchmark,311,86136,White,NO,NO,NO
272,8733675944,820407875,Below Benchmark,299,820407,White,NO,NO,NO
273,8733697331,806405808,Well Below Benchmark,247,806405,White,NO,NO,NO
274,8733569824,820407878,Above Benchmark,347,820407,White,NO,NO,NO
275,8733215917,801102884,Well Below Benchmark,254,801102,White,YES,NO,NO
276,8739831236,801102840,Well Below Benchmark,255,801102,White,NO,NO,NO
277,8739794187,821101808,Above Benchmark,352,821101,White,NO,NO,NO
278,8739957583,,Well Below Benchmark,257,57408,White,YES,NO,NO
279,8736756218,770486801,At Benchmark,321,770486,White,NO,NO,NO
280,8736683129,820407838,Well Below Benchmark,268,820407,White,NO,NO,NO
281,8736493529,800406807,Above Benchmark,359,800406,White,NO,NO,NO
282,8735645256,818402803,Well Below Benchmark,247,818402,White,YES,NO,NO
283,8732971532,778487805,Well Below Benchmark,264,778487,White,NO,NO,YES
284,8732528954,833403804,At Benchmark,316,833403,White,NO,NO,NO
285,8732199755,48401807,At Benchmark,324,48401,White,YES,NO,NO
286,8732168665,787406880,Well Below Benchmark,253,787406,White,YES,NO,NO
287,8732412653,888408802,At Benchmark,325,888408,White,YES,NO,YES
288,8731837141,,Below Benchmark,296,772178,White,NO,NO,NO
289,8731278679,820407876,Below Benchmark,283,820407,White,NO,NO,NO
290,8734745625,792405808,Above Benchmark,341,792405,White,NO,NO,NO
291,8734521755,820407830,Below Benchmark,285,820407,White,YES,NO,NO
292,8798699595,819402803,Above Benchmark,351,819402,White,NO,NO,NO
293,8798589571,889408888,Below Benchmark,288,889408,White,NO,NO,NO
294,8798149534,800406807,At Benchmark,313,800406,White,NO,NO,NO
295,8797814665,772174008,Well Below Benchmark,252,772174,White,YES,NO,NO
296,8797719527,888408805,At Benchmark,317,888408,White,NO,NO,YES
297,8797956944,15407808,Above Benchmark,460,15407,White,NO,NO,NO
298,8797186165,848408806,Below Benchmark,289,848408,White,NO,NO,NO
299,8793686695,806405886,Above Benchmark,363,806405,White,NO,NO,NO
300,8793241948,874409808,Well Below Benchmark,263,874409,White,YES,NO,NO
301,8793491363,93408889,Well Below Benchmark,255,93408,White,YES,NO,YES
302,8799773787,820405803,Below Benchmark,295,820405,White,YES,NO,NO
303,8799116761,7408806,Below Benchmark,285,7408,White,YES,NO,NO
304,8796816158,845407807,At Benchmark,315,845407,White,YES,NO,NO
305,8796634813,35407307,Well Below Benchmark,276,35407,White,YES,NO,YES
306,8796645931,89103003,Well Below Benchmark,279,89103,White,NO,NO,NO
307,8796527651,62488803,At Benchmark,312,62488,White,NO,NO,NO
308,8792764169,801102300,At Benchmark,317,801102,White,YES,NO,NO
309,8792337244,888408807,Well Below Benchmark,243,888408,White,YES,NO,NO
310,8792977482,48483808,Above Benchmark,347,48483,White,YES,NO,NO
311,8791891881,86172003,Well Below Benchmark,276,86172,White,YES,NO,NO
312,8791815652,848408883,Well Below Benchmark,277,848408,White,YES,NO,NO
313,8794618369,820407875,Well Below Benchmark,257,820407,White,NO,NO,NO
314,8768725955,,At Benchmark,320,770485,White,NO,NO,NO
315,8768699448,867407808,Well Below Benchmark,267,867407,White,YES,NO,NO
316,8768427259,875408803,Well Below Benchmark,255,875408,White,NO,NO,NO
317,8767656945,783408808,At Benchmark,323,783408,White,YES,NO,NO
318,8763845898,8407803,Above Benchmark,413,8407,White,NO,NO,YES
319,8763982961,93409808,At Benchmark,320,93409,White,NO,NO,NO
320,8763547558,,Above Benchmark,377,804403,White,YES,NO,NO
321,8763288713,826480808,Well Below Benchmark,273,826480,White,NO,NO,NO
322,8763237462,874406803,At Benchmark,328,874406,White,YES,NO,NO
323,8769943976,770486806,Well Below Benchmark,250,770486,White,NO,NO,NO
324,8769683462,20401805,At Benchmark,319,20401,White,NO,NO,NO
325,8769414472,844408808,Well Below Benchmark,269,844408,White,YES,NO,NO
326,8765598238,787406880,At Benchmark,323,787406,White,NO,NO,NO
327,8765246963,,Well Below Benchmark,251,95408,White,NO,NO,NO
328,8758631188,848408801,Well Below Benchmark,249,848408,White,YES,NO,NO
329,8758224843,844407806,Above Benchmark,361,844407,White,NO,NO,NO
330,8758165213,896405808,Well Below Benchmark,249,896405,White,YES,NO,NO
331,8758119224,82040580,Below Benchmark,282,820405,White,YES,NO,NO
332,8757881933,78407880,At Benchmark,313,78407,White,NO,NO,NO
333,8757924729,820407875,Well Below Benchmark,268,820407,White,YES,NO,NO
334,8757427954,778487801,Below Benchmark,286,778487,White,YES,NO,YES
335,8757442785,888408805,Above Benchmark,396,888408,White,NO,NO,NO
336,8753385677,820407876,Above Benchmark,388,820407,White,YES,NO,NO
337,8753282548,93408807,Above Benchmark,360,93408,White,NO,NO,NO
338,8753493475,802407808,Below Benchmark,291,802407,White,YES,NO,NO
339,8753419854,825403808,Well Below Benchmark,245,825403,White,YES,NO,NO
340,8759778967,778487801,Below Benchmark,305,778487,White,NO,NO,NO
341,8759766931,855409808,At Benchmark,314,855409,White,NO,NO,YES
342,8759557731,15408803,Below Benchmark,288,15408,White,YES,NO,NO
343,8759547317,86488807,At Benchmark,321,86488,White,NO,NO,NO
344,8759255315,861408808,Below Benchmark,299,861408,White,YES,NO,NO
345,8759163453,819402809,At Benchmark,306,819402,White,NO,NO,NO
346,8756386363,62488807,Below Benchmark,298,62488,White,NO,NO,NO
347,8756954156,778409807,Well Below Benchmark,247,778409,White,NO,NO,NO
348,8756918118,801405879,Above Benchmark,349,801405,White,NO,NO,NO
349,8755414525,888408805,Below Benchmark,299,888408,White,YES,NO,NO
350,8752247182,848408808,At Benchmark,321,848408,White,NO,NO,NO
351,8751416549,873401806,At Benchmark,326,873401,White,NO,NO,NO
352,8754831842,801102832,Well Below Benchmark,249,801102,White,YES,NO,NO
353,8754775676,818408807,Above Benchmark,356,818408,White,NO,NO,NO
354,8754934379,848408802,Above Benchmark,363,848408,White,NO,NO,NO
355,8754282522,821405808,Below Benchmark,288,821405,White,NO,NO,NO
356,8728227477,861407807,Above Benchmark,387,861407,White,NO,NO,NO
357,8727951639,89103007,Well Below Benchmark,252,89103,White,NO,NO,NO
358,8727924338,82040580,At Benchmark,308,820405,White,YES,NO,NO
359,8727621974,772174008,Well Below Benchmark,258,772174,White,NO,NO,NO
360,8723346557,,At Benchmark,331,71407,White,NO,NO,NO
361,8729877178,772174008,Below Benchmark,304,772174,White,NO,NO,NO
362,8729871743,,Well Below Benchmark,256,83407,White,NO,NO,YES
363,8729851799,820403802,Well Below Benchmark,275,820403,White,NO,NO,NO
364,8729572993,819402803,At Benchmark,327,819402,White,NO,NO,NO
365,8729218235,48402808,Above Benchmark,334,48402,White,NO,NO,NO
367,8726866286,825407809,Above Benchmark,359,825407,White,YES,NO,NO
368,8726314237,845407807,Well Below Benchmark,247,845407,White,YES,NO,NO
369,8725342849,801102883,Well Below Benchmark,267,801102,White,YES,YES,NO
370,8725458352,93409808,Well Below Benchmark,263,93409,White,YES,NO,NO
371,8722719758,32402803,Well Below Benchmark,267,32402,White,NO,NO,NO
372,8722414438,833403804,Well Below Benchmark,272,833403,White,YES,NO,NO
373,8721343436,800406806,At Benchmark,317,800406,White,NO,NO,YES
374,8724288212,875488808,At Benchmark,315,875488,White,NO,NO,NO
375,8724464214,795402807,Above Benchmark,345,795402,White,YES,NO,NO
376,8718328926,844407801,At Benchmark,310,844407,White,NO,NO,NO
377,8718582276,818402803,Above Benchmark,333,818402,White,YES,NO,NO
378,8718252662,867403808,Below Benchmark,289,867403,White,YES,NO,NO
379,8718139757,19107008,Well Below Benchmark,256,19107,White,YES,NO,NO
380,8718134534,820407878,Above Benchmark,379,820407,White,NO,NO,NO
381,8713615136,819407802,At Benchmark,307,819407,White,YES,NO,NO
382,8713428821,778487805,At Benchmark,324,778487,White,YES,NO,NO
383,8719546951,7408806,Below Benchmark,283,7408,White,NO,NO,NO
384,8716394354,820407889,Below Benchmark,280,820407,White,NO,NO,NO
385,8716997375,,Below Benchmark,290,866408,White,YES,NO,NO
386,8716682339,801102300,Well Below Benchmark,276,801102,White,NO,NO,NO
387,8716492115,820405809,Below Benchmark,303,820405,White,NO,NO,NO
388,8715691931,820407837,Below Benchmark,297,820407,White,NO,NO,NO
389,8712718756,62488803,At Benchmark,311,62488,White,NO,NO,NO
390,8712748799,788408808,Below Benchmark,305,788408,White,NO,NO,NO
391,8712294234,62488805,Above Benchmark,349,62488,White,NO,NO,NO
392,8712259822,,Well Below Benchmark,263,801401,White,YES,NO,NO
393,8712152768,19488808,Well Below Benchmark,264,19488,White,YES,NO,NO
394,8712478147,48406808,At Benchmark,323,48406,White,NO,NO,YES
395,8712463491,800402807,Well Below Benchmark,261,800402,White,YES,NO,NO
396,8711251258,818402803,At Benchmark,314,818402,White,NO,NO,NO
397,8714624571,895409807,Well Below Benchmark,254,895409,White,YES,NO,NO
